"id","feat_1","feat_2","feat_3","feat_4","feat_5","feat_6","feat_7","feat_8","feat_9","feat_10","feat_11","feat_12","feat_13","feat_14","feat_15","feat_16","feat_17","feat_18","feat_19","feat_20","feat_21","feat_22","feat_23","feat_24","feat_25","feat_26","feat_27","feat_28","feat_29","feat_30","feat_31","feat_32","feat_33","feat_34","feat_35","feat_36","feat_37","feat_38","feat_39","feat_40","feat_41","feat_42","feat_43","feat_44","feat_45","feat_46","feat_47","feat_48","feat_49","feat_50","feat_51","feat_52","feat_53","feat_54","feat_55","feat_56","feat_57","feat_58","feat_59","feat_60","feat_61","feat_62","feat_63","feat_64","feat_65","feat_66","feat_67","feat_68","feat_69","feat_70","feat_71","feat_72","feat_73","feat_74","feat_75","feat_76","feat_77","feat_78","feat_79","feat_80","feat_81","feat_82","feat_83","feat_84","feat_85","feat_86","feat_87","feat_88","feat_89","feat_90","feat_91","feat_92","feat_93"
6895,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
52694,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37119,1,0,0,0,0,0,1,1,0,0,3,0,3,2,0,0,1,0,0,2,0,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,1,0,0,6,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,1,0,1,1,4,3,0,1,2,0,0,1,2,1,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,1,0
7129,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
49300,0,0,0,1,0,0,0,2,2,0,1,0,2,0,0,4,1,0,0,0,0,0,0,7,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,1,5,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,5,0
8681,0,0,2,0,0,0,0,3,0,0,0,0,0,6,0,4,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,7,0,1,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43360,0,1,7,2,0,0,0,0,0,0,9,0,0,1,0,3,0,1,0,0,0,0,0,2,0,3,6,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,8,0,0,1,0,0,0,0,16,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,1,0
54697,1,3,2,0,0,0,4,1,0,1,4,0,0,1,0,2,0,1,0,3,0,3,0,6,0,0,0,0,1,1,0,1,1,1,0,0,0,2,0,0,4,0,0,3,0,0,0,8,1,0,0,0,0,4,3,0,5,1,0,0,0,0,2,1,0,0,8,0,6,5,0,0,12,0,42,3,0,0,1,0,0,0,3,0,0,0,0,0,0,37,1,0,0
57755,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34523,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0
58009,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,0,1,0,0,2,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3325,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
4198,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
5972,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,3,0,3,0,0,1,2,0,2,7,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,1,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,0,0,0,1,0
55985,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0
21545,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,2,0,3,0,0,1,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
13182,0,0,1,0,0,0,0,0,0,0,0,0,0,2,20,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,3,0,1,0,1,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0
22448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,0,0,0,0,0
10216,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22038,0,0,0,0,0,0,0,3,1,0,0,0,0,7,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,14,1,0,0,0,0
42725,0,0,0,2,0,0,0,0,0,0,9,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
55448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1
20342,0,0,0,0,0,0,0,0,13,0,2,0,0,0,3,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24469,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0
26682,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,1,4,8,1,0,0,0,0,0,1,0,1,3,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0
52934,0,0,20,28,0,0,0,0,0,0,4,0,2,0,0,0,0,8,4,4,2,4,0,0,0,4,0,6,2,4,6,2,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,30,0,2,0,2,2,2,0,2,0,0,4,2,0,0,0,2,0,0,0,2,0,0,0,0,0,14,0,2,0,0,0,0,0,0,4,0,0,0,0
35888,0,0,1,2,0,0,0,1,1,0,7,1,0,1,0,3,0,2,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,1,1,0,2,0,2,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
55167,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,3,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,1,0,0,0,1,0,0,1,0
9621,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0,1,0,0,0,1,0,2,2,1,0,0,0,0,0,1,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,2,1,0,1,0,16,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
46706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
54327,0,0,1,0,0,0,0,0,0,3,1,0,1,0,2,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,2,0,7,0,1,0,0,2,4,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0
13362,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29644,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13764,0,1,1,1,0,0,0,0,2,0,0,0,0,0,21,6,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3862,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
61838,0,0,0,0,0,1,0,11,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,2,17,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56039,0,2,0,1,0,0,0,3,8,0,0,0,1,0,0,0,0,6,121,2,0,0,0,13,0,0,0,0,0,4,0,5,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,20,0,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,13,0,0,0
36743,0,0,0,0,0,0,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,10,1,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51809,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,1,0,0,0,0,1,0,7,0,0,0,1,3,6,1,0,4,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
44626,0,2,2,3,1,0,0,0,1,0,11,0,0,0,0,3,0,3,0,1,1,2,0,3,0,3,0,2,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,2,0,2,1,0,0,0,0,6,0,1,2,0,0,4,1,1,0,0,0,3,2,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1
11634,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,3,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57175,3,1,0,0,0,0,0,41,0,0,2,0,0,1,0,1,8,0,0,0,0,0,0,6,4,0,0,0,10,0,0,2,2,1,0,20,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,7,17,0,1,4,14,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3899,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0
29188,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49172,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,4,0,0,0,0,1,0,3,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26104,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42742,1,0,2,5,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
15238,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
20677,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56224,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0
5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
33523,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,3,2,5,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15552,0,0,0,0,0,0,0,1,2,0,1,1,1,6,1,1,0,1,0,0,0,0,0,2,15,1,0,0,0,0,0,0,4,0,0,1,0,0,1,11,0,1,1,2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,17,0,0,0,2,0
21435,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54358,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,1,0,3,0,1,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
39061,0,1,7,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,2,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
39834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
30142,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,2,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
38394,0,0,1,1,2,0,0,0,0,0,7,0,0,1,1,2,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
47331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
34745,3,0,3,1,0,0,1,0,0,0,0,0,1,7,1,3,1,0,0,2,0,4,0,3,4,1,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,8,0,15,0,0,0,1,1,0,0,0,0,9,4,0,1,0,0,1,0,1,0,1,2,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,15,2,0,0,0,0,1
55848,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,0,0,0,1,0,21,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,1,0,0,19,4,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,6,7,14,0,3,18,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
4741,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,3,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,1,1,0,0,2,0,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0
